Email,Дисципліна,Оцінка,Семестр,Вид контролю
"v.paliy@khpi.edu.ua","Алгоритми та структури даних",69,2,"Модульний контроль 1"
"v.paliy@khpi.edu.ua","Алгоритми та структури даних",80,2,"Екзамен"
"v.paliy@khpi.edu.ua","Англійська мова (2 семестр)",69,2,"Лабораторна робота 4"
"v.paliy@khpi.edu.ua","Англійська мова (2 семестр)",69,2,"Модульний контроль 1"
"v.paliy@khpi.edu.ua","Англійська мова (2 семестр)",84,2,"Модульний контроль 2"
"v.paliy@khpi.edu.ua","Англійська мова (2 семестр)",82,2,"Лабораторна робота 3"
"v.paliy@khpi.edu.ua","Англійська мова (2 семестр)",73,2,"Залік"
"v.paliy@khpi.edu.ua","Бази даних",86,3,"Лабораторна робота 1"
"v.paliy@khpi.edu.ua","Бази даних",84,3,"Лабораторна робота 2"
"v.paliy@khpi.edu.ua","Бази даних",79,3,"Лабораторна робота 3"
"v.paliy@khpi.edu.ua","Бази даних",70,3,"Лабораторна робота 4"
"v.paliy@khpi.edu.ua","Бази даних",77,3,"Модульний контроль 1"
"v.paliy@khpi.edu.ua","Бази даних",73,3,"Екзамен"
"v.paliy@khpi.edu.ua","Об'єктно-орієнтоване програмування",74,3,"Лабораторна робота 1"
"v.paliy@khpi.edu.ua","Об'єктно-орієнтоване програмування",80,3,"Лабораторна робота 3"
"v.paliy@khpi.edu.ua","Об'єктно-орієнтоване програмування",66,3,"Лабораторна робота 2"
"v.paliy@khpi.edu.ua","Об'єктно-орієнтоване програмування",71,3,"Модульний контроль 1"
"v.paliy@khpi.edu.ua","Об'єктно-орієнтоване програмування",67,3,"Екзамен"
"v.paliy@khpi.edu.ua","Теорія ймовірностей та математична статистика",84,3,"Лабораторна робота 2"
"v.paliy@khpi.edu.ua","Теорія ймовірностей та математична статистика",72,3,"Лабораторна робота 3"
"v.paliy@khpi.edu.ua","Теорія ймовірностей та математична статистика",83,3,"Лабораторна робота 1"
"v.paliy@khpi.edu.ua","Теорія ймовірностей та математична статистика",85,3,"Модульний контроль 2"
"v.paliy@khpi.edu.ua","Теорія ймовірностей та математична статистика",74,3,"Екзамен"
"v.paliy@khpi.edu.ua","Операційні системи",79,3,"Модульний контроль 2"
"v.paliy@khpi.edu.ua","Операційні системи",71,3,"Лабораторна робота 1"
"v.paliy@khpi.edu.ua","Операційні системи",73,3,"Лабораторна робота 4"
"v.paliy@khpi.edu.ua","Операційні системи",82,3,"Лабораторна робота 3"
"v.paliy@khpi.edu.ua","Операційні системи",71,3,"Лабораторна робота 2"
"v.paliy@khpi.edu.ua","Операційні системи",67,3,"Екзамен"
"d.orlov@khpi.edu.ua","Основи програмування",77,1,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Основи програмування",82,1,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Основи програмування",67,1,"Модульний контроль 2"
"d.orlov@khpi.edu.ua","Основи програмування",71,1,"Лабораторна робота 4"
"d.orlov@khpi.edu.ua","Основи програмування",80,1,"Екзамен"
"d.orlov@khpi.edu.ua","Вища математика",80,1,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Вища математика",84,1,"Лабораторна робота 3"
"d.orlov@khpi.edu.ua","Вища математика",94,1,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Вища математика",91,1,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Вища математика",83,1,"Модульний контроль 2"
"d.orlov@khpi.edu.ua","Вища математика",78,1,"Екзамен"
"d.orlov@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",100,1,"Лабораторна робота 3"
"d.orlov@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",99,1,"Лабораторна робота 4"
"d.orlov@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",88,1,"Модульний контроль 2"
"d.orlov@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",96,1,"Екзамен"
"d.orlov@khpi.edu.ua","Англійська мова (1 семестр)",72,1,"Лабораторна робота 3"
"d.orlov@khpi.edu.ua","Англійська мова (1 семестр)",71,1,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Англійська мова (1 семестр)",79,1,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Англійська мова (1 семестр)",79,1,"Залік"
"d.orlov@khpi.edu.ua","Фізика",76,1,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Фізика",73,1,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Фізика",79,1,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Фізика",85,1,"Екзамен"
"d.orlov@khpi.edu.ua","Вступ до ІТ",67,1,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Вступ до ІТ",68,1,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Вступ до ІТ",74,1,"Лабораторна робота 4"
"d.orlov@khpi.edu.ua","Вступ до ІТ",81,1,"Залік"
"d.orlov@khpi.edu.ua","Дискретна математика",97,2,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Дискретна математика",92,2,"Модульний контроль 2"
"d.orlov@khpi.edu.ua","Дискретна математика",93,2,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Дискретна математика",100,2,"Екзамен"
"d.orlov@khpi.edu.ua","Архітектура комп'ютерів",77,2,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Архітектура комп'ютерів",77,2,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Архітектура комп'ютерів",86,2,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Архітектура комп'ютерів",67,2,"Лабораторна робота 3"
"d.orlov@khpi.edu.ua","Архітектура комп'ютерів",82,2,"Екзамен"
"d.orlov@khpi.edu.ua","Алгоритми та структури даних",60,2,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Алгоритми та структури даних",75,2,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Алгоритми та структури даних",80,2,"Лабораторна робота 4"
"d.orlov@khpi.edu.ua","Алгоритми та структури даних",75,2,"Екзамен"
"d.orlov@khpi.edu.ua","Англійська мова (2 семестр)",81,2,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Англійська мова (2 семестр)",74,2,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Англійська мова (2 семестр)",84,2,"Модульний контроль 2"
"d.orlov@khpi.edu.ua","Англійська мова (2 семестр)",84,2,"Лабораторна робота 3"
"d.orlov@khpi.edu.ua","Англійська мова (2 семестр)",73,2,"Лабораторна робота 4"
"d.orlov@khpi.edu.ua","Англійська мова (2 семестр)",80,2,"Залік"
"d.orlov@khpi.edu.ua","Бази даних",64,3,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Бази даних",72,3,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Бази даних",72,3,"Модульний контроль 2"
"d.orlov@khpi.edu.ua","Бази даних",75,3,"Екзамен"
"d.orlov@khpi.edu.ua","Об'єктно-орієнтоване програмування",61,3,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Об'єктно-орієнтоване програмування",71,3,"Модульний контроль 2"
"d.orlov@khpi.edu.ua","Об'єктно-орієнтоване програмування",61,3,"Лабораторна робота 3"
"d.orlov@khpi.edu.ua","Об'єктно-орієнтоване програмування",66,3,"Лабораторна робота 4"
"d.orlov@khpi.edu.ua","Об'єктно-орієнтоване програмування",65,3,"Екзамен"
"d.orlov@khpi.edu.ua","Теорія ймовірностей та математична статистика",81,3,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Теорія ймовірностей та математична статистика",100,3,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Теорія ймовірностей та математична статистика",80,3,"Модульний контроль 2"
"d.orlov@khpi.edu.ua","Теорія ймовірностей та математична статистика",98,3,"Екзамен"
"d.orlov@khpi.edu.ua","Операційні системи",74,3,"Лабораторна робота 4"
"d.orlov@khpi.edu.ua","Операційні системи",78,3,"Лабораторна робота 3"
"d.orlov@khpi.edu.ua","Операційні системи",70,3,"Модульний контроль 1"
"d.orlov@khpi.edu.ua","Операційні системи",67,3,"Лабораторна робота 1"
"d.orlov@khpi.edu.ua","Операційні системи",63,3,"Лабораторна робота 2"
"d.orlov@khpi.edu.ua","Операційні системи",74,3,"Екзамен"
"i.kosenko@khpi.edu.ua","Основи програмування",72,1,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Основи програмування",80,1,"Лабораторна робота 1"
"i.kosenko@khpi.edu.ua","Основи програмування",64,1,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Основи програмування",76,1,"Екзамен"
"i.kosenko@khpi.edu.ua","Вища математика",73,1,"Лабораторна робота 4"
"i.kosenko@khpi.edu.ua","Вища математика",74,1,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Вища математика",78,1,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Вища математика",71,1,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Вища математика",70,1,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Вища математика",75,1,"Екзамен"
"i.kosenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",66,1,"Лабораторна робота 1"
"i.kosenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",62,1,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",80,1,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",80,1,"Екзамен"
"i.kosenko@khpi.edu.ua","Англійська мова (1 семестр)",76,1,"Лабораторна робота 1"
"i.kosenko@khpi.edu.ua","Англійська мова (1 семестр)",83,1,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Англійська мова (1 семестр)",79,1,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Англійська мова (1 семестр)",73,1,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Англійська мова (1 семестр)",75,1,"Лабораторна робота 4"
"i.kosenko@khpi.edu.ua","Англійська мова (1 семестр)",79,1,"Залік"
"i.kosenko@khpi.edu.ua","Фізика",77,1,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Фізика",85,1,"Лабораторна робота 1"
"i.kosenko@khpi.edu.ua","Фізика",78,1,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Фізика",82,1,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Фізика",84,1,"Екзамен"
"i.kosenko@khpi.edu.ua","Вступ до ІТ",89,1,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Вступ до ІТ",82,1,"Лабораторна робота 4"
"i.kosenko@khpi.edu.ua","Вступ до ІТ",91,1,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Вступ до ІТ",72,1,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Вступ до ІТ",75,1,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Вступ до ІТ",87,1,"Залік"
"i.kosenko@khpi.edu.ua","Дискретна математика",87,2,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Дискретна математика",79,2,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Дискретна математика",73,2,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Дискретна математика",70,2,"Лабораторна робота 4"
"i.kosenko@khpi.edu.ua","Дискретна математика",87,2,"Екзамен"
"i.kosenko@khpi.edu.ua","Архітектура комп'ютерів",65,2,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Архітектура комп'ютерів",69,2,"Лабораторна робота 1"
"i.kosenko@khpi.edu.ua","Архітектура комп'ютерів",67,2,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Архітектура комп'ютерів",63,2,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Архітектура комп'ютерів",82,2,"Екзамен"
"i.kosenko@khpi.edu.ua","Алгоритми та структури даних",86,2,"Лабораторна робота 1"
"i.kosenko@khpi.edu.ua","Алгоритми та структури даних",76,2,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Алгоритми та структури даних",80,2,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Алгоритми та структури даних",69,2,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Алгоритми та структури даних",72,2,"Екзамен"
"i.kosenko@khpi.edu.ua","Англійська мова (2 семестр)",82,2,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Англійська мова (2 семестр)",83,2,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Англійська мова (2 семестр)",89,2,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Англійська мова (2 семестр)",76,2,"Залік"
"i.kosenko@khpi.edu.ua","Бази даних",78,3,"Лабораторна робота 4"
"i.kosenko@khpi.edu.ua","Бази даних",69,3,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Бази даних",75,3,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Бази даних",83,3,"Екзамен"
"i.kosenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",88,3,"Лабораторна робота 4"
"i.kosenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",81,3,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",79,3,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",74,3,"Лабораторна робота 1"
"i.kosenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",79,3,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",84,3,"Екзамен"
"i.kosenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",75,3,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",68,3,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",83,3,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",85,3,"Лабораторна робота 4"
"i.kosenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",71,3,"Модульний контроль 2"
"i.kosenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",84,3,"Екзамен"
"i.kosenko@khpi.edu.ua","Операційні системи",81,3,"Лабораторна робота 3"
"i.kosenko@khpi.edu.ua","Операційні системи",68,3,"Лабораторна робота 2"
"i.kosenko@khpi.edu.ua","Операційні системи",73,3,"Модульний контроль 1"
"i.kosenko@khpi.edu.ua","Операційні системи",85,3,"Лабораторна робота 4"
"i.kosenko@khpi.edu.ua","Операційні системи",67,3,"Екзамен"
"a.shevchenko@khpi.edu.ua","Основи програмування",62,1,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Основи програмування",60,1,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Основи програмування",60,1,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Основи програмування",62,1,"Лабораторна робота 3"
"a.shevchenko@khpi.edu.ua","Основи програмування",68,1,"Екзамен"
"a.shevchenko@khpi.edu.ua","Вища математика",60,1,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Вища математика",63,1,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Вища математика",65,1,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Вища математика",60,1,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Вища математика",61,1,"Екзамен"
"a.shevchenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",60,1,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",60,1,"Лабораторна робота 3"
"a.shevchenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",60,1,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",60,1,"Екзамен"
"a.shevchenko@khpi.edu.ua","Англійська мова (1 семестр)",64,1,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Англійська мова (1 семестр)",68,1,"Лабораторна робота 3"
"a.shevchenko@khpi.edu.ua","Англійська мова (1 семестр)",60,1,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Англійська мова (1 семестр)",60,1,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Англійська мова (1 семестр)",60,1,"Лабораторна робота 4"
"a.shevchenko@khpi.edu.ua","Англійська мова (1 семестр)",66,1,"Залік"
"a.shevchenko@khpi.edu.ua","Фізика",60,1,"Лабораторна робота 3"
"a.shevchenko@khpi.edu.ua","Фізика",67,1,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Фізика",60,1,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Фізика",60,1,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Фізика",60,1,"Екзамен"
"a.shevchenko@khpi.edu.ua","Вступ до ІТ",67,1,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Вступ до ІТ",60,1,"Лабораторна робота 4"
"a.shevchenko@khpi.edu.ua","Вступ до ІТ",60,1,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Вступ до ІТ",60,1,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Вступ до ІТ",65,1,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Вступ до ІТ",60,1,"Залік"
"a.shevchenko@khpi.edu.ua","Дискретна математика",60,2,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Дискретна математика",60,2,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Дискретна математика",62,2,"Лабораторна робота 4"
"a.shevchenko@khpi.edu.ua","Дискретна математика",60,2,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Дискретна математика",60,2,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Дискретна математика",60,2,"Екзамен"
"a.shevchenko@khpi.edu.ua","Архітектура комп'ютерів",60,2,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Архітектура комп'ютерів",63,2,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Архітектура комп'ютерів",60,2,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Архітектура комп'ютерів",60,2,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Архітектура комп'ютерів",60,2,"Екзамен"
"a.shevchenko@khpi.edu.ua","Алгоритми та структури даних",60,2,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Алгоритми та структури даних",71,2,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Алгоритми та структури даних",66,2,"Лабораторна робота 4"
"a.shevchenko@khpi.edu.ua","Алгоритми та структури даних",60,2,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Алгоритми та структури даних",60,2,"Екзамен"
"a.shevchenko@khpi.edu.ua","Англійська мова (2 семестр)",60,2,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Англійська мова (2 семестр)",67,2,"Лабораторна робота 4"
"a.shevchenko@khpi.edu.ua","Англійська мова (2 семестр)",65,2,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Англійська мова (2 семестр)",69,2,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Англійська мова (2 семестр)",60,2,"Залік"
"a.shevchenko@khpi.edu.ua","Бази даних",60,3,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Бази даних",68,3,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Бази даних",60,3,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Бази даних",62,3,"Лабораторна робота 3"
"a.shevchenko@khpi.edu.ua","Бази даних",60,3,"Екзамен"
"a.shevchenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",71,3,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",60,3,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",63,3,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",69,3,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",60,3,"Лабораторна робота 4"
"a.shevchenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",60,3,"Екзамен"
"a.shevchenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",69,3,"Модульний контроль 1"
"a.shevchenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",60,3,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",60,3,"Лабораторна робота 3"
"a.shevchenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",60,3,"Екзамен"
"a.shevchenko@khpi.edu.ua","Операційні системи",62,3,"Модульний контроль 2"
"a.shevchenko@khpi.edu.ua","Операційні системи",74,3,"Лабораторна робота 2"
"a.shevchenko@khpi.edu.ua","Операційні системи",69,3,"Лабораторна робота 4"
"a.shevchenko@khpi.edu.ua","Операційні системи",71,3,"Лабораторна робота 1"
"a.shevchenko@khpi.edu.ua","Операційні системи",63,3,"Екзамен"
"v.melnyk@khpi.edu.ua","Основи програмування",81,1,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Основи програмування",69,1,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Основи програмування",64,1,"Лабораторна робота 2"
"v.melnyk@khpi.edu.ua","Основи програмування",70,1,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Основи програмування",69,1,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Основи програмування",72,1,"Екзамен"
"v.melnyk@khpi.edu.ua","Вища математика",85,1,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Вища математика",91,1,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Вища математика",83,1,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Вища математика",99,1,"Лабораторна робота 2"
"v.melnyk@khpi.edu.ua","Вища математика",81,1,"Екзамен"
"v.melnyk@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",88,1,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",94,1,"Лабораторна робота 2"
"v.melnyk@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",96,1,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",94,1,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",98,1,"Екзамен"
"v.melnyk@khpi.edu.ua","Англійська мова (1 семестр)",76,1,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Англійська мова (1 семестр)",82,1,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Англійська мова (1 семестр)",88,1,"Лабораторна робота 2"
"v.melnyk@khpi.edu.ua","Англійська мова (1 семестр)",81,1,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Англійська мова (1 семестр)",84,1,"Залік"
"v.melnyk@khpi.edu.ua","Фізика",75,1,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Фізика",76,1,"Лабораторна робота 2"
"v.melnyk@khpi.edu.ua","Фізика",92,1,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Фізика",92,1,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Фізика",75,1,"Екзамен"
"v.melnyk@khpi.edu.ua","Вступ до ІТ",67,1,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Вступ до ІТ",71,1,"Лабораторна робота 2"
"v.melnyk@khpi.edu.ua","Вступ до ІТ",81,1,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Вступ до ІТ",76,1,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Вступ до ІТ",72,1,"Лабораторна робота 4"
"v.melnyk@khpi.edu.ua","Вступ до ІТ",69,1,"Залік"
"v.melnyk@khpi.edu.ua","Дискретна математика",96,2,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Дискретна математика",82,2,"Лабораторна робота 4"
"v.melnyk@khpi.edu.ua","Дискретна математика",85,2,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Дискретна математика",97,2,"Екзамен"
"v.melnyk@khpi.edu.ua","Архітектура комп'ютерів",78,2,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Архітектура комп'ютерів",81,2,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Архітектура комп'ютерів",73,2,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Архітектура комп'ютерів",64,2,"Екзамен"
"v.melnyk@khpi.edu.ua","Алгоритми та структури даних",79,2,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Алгоритми та структури даних",65,2,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Алгоритми та структури даних",75,2,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Алгоритми та структури даних",64,2,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Алгоритми та структури даних",78,2,"Лабораторна робота 4"
"v.melnyk@khpi.edu.ua","Алгоритми та структури даних",66,2,"Екзамен"
"v.melnyk@khpi.edu.ua","Англійська мова (2 семестр)",73,2,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Англійська мова (2 семестр)",69,2,"Лабораторна робота 4"
"v.melnyk@khpi.edu.ua","Англійська мова (2 семестр)",82,2,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Англійська мова (2 семестр)",71,2,"Залік"
"v.melnyk@khpi.edu.ua","Бази даних",75,3,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Бази даних",85,3,"Модульний контроль 1"
"v.melnyk@khpi.edu.ua","Бази даних",75,3,"Лабораторна робота 4"
"v.melnyk@khpi.edu.ua","Бази даних",74,3,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Бази даних",67,3,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Бази даних",85,3,"Екзамен"
"v.melnyk@khpi.edu.ua","Об'єктно-орієнтоване програмування",63,3,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Об'єктно-орієнтоване програмування",70,3,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Об'єктно-орієнтоване програмування",83,3,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Об'єктно-орієнтоване програмування",83,3,"Екзамен"
"v.melnyk@khpi.edu.ua","Теорія ймовірностей та математична статистика",100,3,"Лабораторна робота 4"
"v.melnyk@khpi.edu.ua","Теорія ймовірностей та математична статистика",91,3,"Лабораторна робота 2"
"v.melnyk@khpi.edu.ua","Теорія ймовірностей та математична статистика",100,3,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Теорія ймовірностей та математична статистика",100,3,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Теорія ймовірностей та математична статистика",100,3,"Екзамен"
"v.melnyk@khpi.edu.ua","Операційні системи",64,3,"Лабораторна робота 2"
"v.melnyk@khpi.edu.ua","Операційні системи",60,3,"Лабораторна робота 1"
"v.melnyk@khpi.edu.ua","Операційні системи",64,3,"Лабораторна робота 4"
"v.melnyk@khpi.edu.ua","Операційні системи",70,3,"Модульний контроль 2"
"v.melnyk@khpi.edu.ua","Операційні системи",75,3,"Лабораторна робота 3"
"v.melnyk@khpi.edu.ua","Операційні системи",60,3,"Екзамен"
"ye.kovalchuk@khpi.edu.ua","Основи програмування",83,1,"Модульний контроль 1"
"ye.kovalchuk@khpi.edu.ua","Основи програмування",92,1,"Лабораторна робота 1"
"ye.kovalchuk@khpi.edu.ua","Основи програмування",99,1,"Модульний контроль 2"
"ye.kovalchuk@khpi.edu.ua","Основи програмування",95,1,"Лабораторна робота 2"
"ye.kovalchuk@khpi.edu.ua","Основи програмування",94,1,"Лабораторна робота 4"
